0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Цех №4,ЛЧ-35-11/600,Н-630А,132995,Насос центробежный консольный,02100023,100NEA-305-16,Уплотнения,Торцевое,,"Уплотнение торцевое в сборе, черт. № CARTEX-DE/65-A2, насос 100-NEA-305-16, BURGMANN (Германия)",327418,50938446,Утвержден (имеет код SAP),ERSZ,1,ШТ,BURGMANN (Германия),01.11.2018,0,,MARK,Концевые уплотнения валов (уникальные),1,компл,,ПС,ПС,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-602Б,770215,Насос центробежный консольный,98101970,70NET-230-14-UC-05FE,Уплотнения,Торцевое,,"Уплотнение торцевое в сборе, черт. № H75N/55-FTA8, насос 70NET-230-14-UC-05FE, BURGMANN (Германия)",327413,50938463,Утвержден (имеет код SAP),ERSZ,1,ШТ,BURGMANN (Германия),29.11.2019,9326,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-607А,169592,Насос центробежный консольный,09100042,40-NQD-200-6-S5-FE,Подшипники,Подшипники качения,Радиально-упорный шариковый подшипник,Подшипник SKF 7308 BECBM (аналог FAG 7308-B-MP-UA),303595,50843277,Утвержден (имеет код SAP),ERSZ,2,ШТ,SKF,31.01.2020,23278,Подшипник SKF 7308,TYPES,Подшипники качения (типовые),1,компл,,+,+,10%,Неснижаемый остаток
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Насос в сборе,,,"Маслонасос редуктора RUB-A-32, черт. № Ok 002308/R, поз. 380, компрессор 7RSA 36, SKODA",328607,50907311,Утвержден (имеет код SAP),ERSZ,1,ШТ,SKODA,31.12.2002,,,MARK,Маслонасос в сборе,,шт,,,,1 шт. каждого типоразмера,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,(Нераспределенные),,,"Кольцо уплотнительное DN32 PN6/III редуктора RUB-A-32, черт. № Ok 002308/R, поз. 277, компрессор 7RSA 36, SKODA",324481,50902471,Утвержден (имеет код SAP),ERSZ,1,ШТ,SKODA,31.12.2002,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Подшипники,Подшипники скольжения,Вкладыш,"Вкладыш буксовый редуктора RUB-A32, черт. № Ok 002 308, поз. 200 (Ok 204 966), компрессор 7RSA 36, SKODA",597797,51061144,Утвержден (имеет код SAP),ERSZ,1,ШТ,SKODA,31.12.2002,,,MARK,Подшипники мультипликатора,1,компл,,ПС,ПС,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Уплотнения,Сухое газодинамическое уплотнение,,"Уплотнение торцевое в сборе, черт. № DGS20/88-E1-U, компрессор 7RSA 36, BURGMANN",328630,50938449,Утвержден (имеет код SAP),ERSZ,1,ШТ,BURGMANN,31.12.2002,,,MARK,Концевые уплотнения валов,1,компл,,+,+,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Уплотнения,Сухое газодинамическое уплотнение,,"Уплотнение торцевое в сборе, черт. № DGS20/88-E2-U, компрессор 7RSA 36, BURGMANN",328631,50938460,Утвержден (имеет код SAP),ERSZ,1,ШТ,BURGMANN,31.12.2002,,,MARK,Концевые уплотнения валов,1,компл,,+,+,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Муфты,Муфта пластинчатая,Элемент монтажа,"Гайка муфты, черт. № TJSE-0240-F810-i024, поз. 1.6, компрессор 7RSA 36, JOHN CRANE",328438,50896539,Утвержден (имеет код SAP),ERSZ,1,ШТ,JOHN CRANE,31.12.2002,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Муфты,Муфта пластинчатая,Элемент монтажа,"Шайба муфты, черт. № TJSE-0240-F810-i024, поз. 1.8, компрессор 7RSA 36, JOHN CRANE",328439,50939118,Утвержден (имеет код SAP),ERSZ,1,ШТ,JOHN CRANE,31.12.2002,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Муфты,Муфта пластинчатая,Элемент монтажа,"Шайба муфты дистанционная, черт. № TLKA-1050-0133-i001, поз. 1.4, компрессор 7RSA 36, JOHN CRANE",328441,50939117,Утвержден (имеет код SAP),ERSZ,1,ШТ,JOHN CRANE,31.12.2002,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Муфты,Муфта пластинчатая,Элемент монтажа,"Гайка муфты, черт. № TLKA-1050-0133-i001, поз. 1.6, компрессор 7RSA 36, JOHN CRANE",328443,50896542,Утвержден (имеет код SAP),ERSZ,1,ШТ,JOHN CRANE,31.12.2002,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Муфты,Муфта пластинчатая,Элемент монтажа,"Шайба муфты, черт. № TLKA-1050-0133-i001, поз. 1.8, компрессор 7RSA 36, JOHN CRANE",328444,50939121,Утвержден (имеет код SAP),ERSZ,8,ШТ,JOHN CRANE,31.12.2002,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Подшипники,Подшипники скольжения,Вкладыш упорного подшипника,"Вкладыш упорного подшипника, черт. № 477723 (377386-001), поз. З, компрессор 7RSA 36, KINGSBURY",766827,51468200,Утвержден (имеет код SAP),ERSZ,4,ШТ,KINGSBURY,31.12.2002,,,MARK,Упорный подшипник,1,компл,,ПС,ПС,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Подшипники,Подшипники скольжения,Вкладыш упорного подшипника,"Вкладыш упорного подшипника, черт. № 477723 (377387-001), поз. 4, компрессор 7RSA 36, KINGSBURY",766831,51468154,Утвержден (имеет код SAP),ERSZ,4,ШТ,KINGSBURY,31.12.2002,,,MARK,Упорный подшипник,1,компл,,ПС,ПС,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Подшипники,Подшипники скольжения,Вкладыш упорного подшипника,"Вкладыш упорного подшипника, черт. № 477723 (377386-002), поз. 5, компрессор 7RSA 36, KINGSBURY",766832,51468201,Утвержден (имеет код SAP),ERSZ,2,ШТ,KINGSBURY,31.12.2002,,,MARK,Упорный подшипник,1,компл,,ПС,ПС,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,Н-602А,770195,Насос центробежный консольный,98101969,70NET-230-14-UC-05FE,Колесо рабочее,Элемент монтажа,Гайка рабочего колеса,"Гайка рабочего колеса, черт. № V511323, поз. 922, насос 70-NET-230-14-UC-05-FE, SIGMA GROUP",768471,51472005,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.1999,,,MARK,"Гайка рабочего колеса, вала",1,компл,,ПС,ПС,1 компл.,на 5 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-602А,770195,Насос центробежный консольный,98101969,70NET-230-14-UC-05FE,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса - переднее, черт. № V710939, поз. 502.2, насос 70-NET-230-14-UC-05-FE, SIGMA GROUP",768479,51472378,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.1999,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-602А,770195,Насос центробежный консольный,98101969,70NET-230-14-UC-05FE,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса заднее, черт. № V710937, поз. 502.3, насос 70-NET-230-14-UC-05-FE, SIGMA GROUP",768480,51472348,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.1999,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-602А,770195,Насос центробежный консольный,98101969,70NET-230-14-UC-05FE,Уплотнения,Щелевое,Кольцо уплотнительное рабочего колеса,"Кольцо уплотнительное рабочего колеса, черт. № V710943, поз. 502.1, насос 70-NET-230-14-UC-05-FE, SIGMA GROUP",768505,51472695,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.1999,,,MARK,Щелевые уплотнения рабочих колес,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-602А,770195,Насос центробежный консольный,98101969,70NET-230-14-UC-05FE,Кольцо,Маслоподъемное,,"Кольцо маслосбрасывающее, черт. № V710936, поз. 507.1, насос 70-NET-230-14-UC-05-FE, SIGMA GROUP",768521,51472080,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.1999,,,MARK,Кольца и втулки маслоподающие,1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-602Б,770215,Насос центробежный консольный,98101970,70NET-230-14-UC-05FE,Колесо рабочее,Элемент монтажа,Гайка рабочего колеса,"Гайка рабочего колеса, черт. № V511323, поз. 922, насос 70-NET-230-14-UC-05-FE, SIGMA GROUP",768471,51472005,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.1999,,,MARK,"Гайка рабочего колеса, вала",1,компл,,ПС,ПС,1 компл.,на 5 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-602Б,770215,Насос центробежный консольный,98101970,70NET-230-14-UC-05FE,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса - переднее, черт. № V710939, поз. 502.2, насос 70-NET-230-14-UC-05-FE, SIGMA GROUP",768479,51472378,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.1999,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-602Б,770215,Насос центробежный консольный,98101970,70NET-230-14-UC-05FE,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса заднее, черт. № V710937, поз. 502.3, насос 70-NET-230-14-UC-05-FE, SIGMA GROUP",768480,51472348,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.1999,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-624А,132992,Насос центробежный консольный,02100050,100NED-315-22,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса переднее, черт. № V0-6012, поз. 502.10, иден. № 10-5V594996, насос 100-NED-315-22, SIGMA GROUP",768516,51472396,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-602Б,770215,Насос центробежный консольный,98101970,70NET-230-14-UC-05FE,Уплотнения,Щелевое,Кольцо уплотнительное рабочего колеса,"Кольцо уплотнительное рабочего колеса, черт. № V710943, поз. 502.1, насос 70-NET-230-14-UC-05-FE, SIGMA GROUP",768505,51472695,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.1999,,,MARK,Щелевые уплотнения рабочих колес,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-602Б,770215,Насос центробежный консольный,98101970,70NET-230-14-UC-05FE,Кольцо,Маслоподъемное,,"Кольцо маслосбрасывающее, черт. № V710936, поз. 507.1, насос 70-NET-230-14-UC-05-FE, SIGMA GROUP",768521,51472080,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.1999,,,MARK,Кольца и втулки маслоподающие,1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-608А,132967,Насос центробежный консольный,02100053,A-40-NEG-250-10-OC-FE,Колесо рабочее,Элемент монтажа,Гайка рабочего колеса,"Гайка рабочего колеса, черт. № V0-2943, поз. 10, иден. № 10-5V554166, насос A-40-NEG-250-10-OC-FE, SIGMA GROUP",768472,51471985,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Гайка рабочего колеса, вала",1,компл,,ПС,ПС,1 компл.,на 5 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-624А,132992,Насос центробежный консольный,02100050,100NED-315-22,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса заднее, черт. № V0-6012, поз. 502.20, иден. № 10-5V594997, насос 100-NED-315-22, SIGMA GROUP",768517,51472400,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-608А,132967,Насос центробежный консольный,02100053,A-40-NEG-250-10-OC-FE,Колесо рабочее,Элемент монтажа,Втулка зажимная,"Втулка нажимная, черт. № V0-2943, поз. 149, иден. № 10-5V534242, насос A-40-NEG-250-10-OC-FE, SIGMA GROUP",768522,51472793,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-608А,132967,Насос центробежный консольный,02100053,A-40-NEG-250-10-OC-FE,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса переднее, черт. № V0-2943, поз. 42, иден. № 10-5V723728, насос A-40-NEG-250-10-OC-FE, SIGMA GROUP",768481,51472324,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-624А,132992,Насос центробежный консольный,02100050,100NED-315-22,Колесо рабочее,Элемент монтажа,Гайка рабочего колеса,"Гайка рабочего колеса, черт. № V0-6012, поз. 922.00, иден. № 10-5V595000, насос 100-NED-315-22, SIGMA GROUP",768476,51471919,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Гайка рабочего колеса, вала",1,компл,,ПС,ПС,1 компл.,на 5 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-624А,132992,Насос центробежный консольный,02100050,100NED-315-22,Кольцо,Маслоподъемное,,"Кольцо маслосбрасывающее, черт. № V0-6012, поз. 500.00, иден. № 10-5V122615, насос 100-NED-315-22, SIGMA GROUP",768520,51472015,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Кольца и втулки маслоподающие,1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-608Б,132966,Насос центробежный консольный,02100054,A-40-NEG-250-10-OC-FE,Колесо рабочее,Элемент монтажа,Гайка рабочего колеса,"Гайка рабочего колеса, черт. № V0-2943, поз. 10, иден. № 10-5V554166, насос A-40-NEG-250-10-OC-FE, SIGMA GROUP",768472,51471985,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Гайка рабочего колеса, вала",1,компл,,ПС,ПС,1 компл.,на 5 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-608Б,132966,Насос центробежный консольный,02100054,A-40-NEG-250-10-OC-FE,Колесо рабочее,Элемент монтажа,Втулка зажимная,"Втулка нажимная, черт. № V0-2943, поз. 149, иден. № 10-5V534242, насос A-40-NEG-250-10-OC-FE, SIGMA GROUP",768522,51472793,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-608Б,132966,Насос центробежный консольный,02100054,A-40-NEG-250-10-OC-FE,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса переднее, черт. № V0-2943, поз. 42, иден. № 10-5V723728, насос A-40-NEG-250-10-OC-FE, SIGMA GROUP",768481,51472324,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-607А,169592,Насос центробежный консольный,09100042,40-NQD-200-6-S5-FE,Кольцо,Маслоподъемное,,"Кольцо маслосбрасывающее, черт. № V 908 406, поз. 500.00, иден. № 10-5V122821, насос 40-NQD-200-6-S5-FE, SIGMA GROUP",768518,51472028,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2009,99072,,MARK,Кольца и втулки маслоподающие,1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-607А,169592,Насос центробежный консольный,09100042,40-NQD-200-6-S5-FE,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса переднее, черт. № V 908 406, поз. 502.01, иден. № 10-5V401699, насос 40-NQD-200-6-S5-FE, SIGMA GROUP",768482,51472360,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2009,99072,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-607А,169592,Насос центробежный консольный,09100042,40-NQD-200-6-S5-FE,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса заднее, черт. № V 908 406, поз. 502.02, иден. № 10-5V401699, насос 40-NQD-200-6-S5-FE, SIGMA GROUP",768483,51472349,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2009,99072,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-607А,169592,Насос центробежный консольный,09100042,40-NQD-200-6-S5-FE,Колесо рабочее,Элемент монтажа,Гайка рабочего колеса,"Гайка рабочего колеса, черт. № V 908 406, поз. 922.00, иден. № 10-5V596480, насос 40-NQD-200-6-S5-FE, SIGMA GROUP",768473,51472003,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2009,99072,,MARK,"Гайка рабочего колеса, вала",1,компл,,ПС,ПС,1 компл.,на 5 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-628А,132989,Насос центробежный консольный,02100101,200NED-330-32,Кольцо,Маслоподъемное,,"Кольцо маслосбрасывающее, черт. № V0-6013, поз. 500.00, иден. № 10-5V122615, насос 200-NED-330-32, SIGMA GROUP",768519,51472059,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Кольца и втулки маслоподающие,1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-628А,132989,Насос центробежный консольный,02100101,200NED-330-32,Колесо рабочее,Элемент монтажа,Гайка рабочего колеса,"Гайка рабочего колеса, черт. № V0-6013, поз. 922.00, иден. № 10-5V595000, насос 200-NED-330-32, SIGMA GROUP",768474,51472040,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Гайка рабочего колеса, вала",1,компл,,ПС,ПС,1 компл.,на 5 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-628А,132989,Насос центробежный консольный,02100101,200NED-330-32,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса переднее, черт. № V0-6013, поз. 502.10, иден. № 10-5V595566, насос 200-NED-330-32, SIGMA GROUP",768484,51472399,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-628А,132989,Насос центробежный консольный,02100101,200NED-330-32,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса заднее, черт. № V0-6013, поз. 502.20, иден. № 10-5V595567, насос 200-NED-330-32, SIGMA GROUP",768485,51472388,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-628Б,132988,Насос центробежный консольный,02100102,200NED-330-32,Кольцо,Маслоподъемное,,"Кольцо маслосбрасывающее, черт. № V0-6013, поз. 500.00, иден. № 10-5V122615, насос 200-NED-330-32, SIGMA GROUP",768519,51472059,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Кольца и втулки маслоподающие,1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-628Б,132988,Насос центробежный консольный,02100102,200NED-330-32,Колесо рабочее,Элемент монтажа,Гайка рабочего колеса,"Гайка рабочего колеса, черт. № V0-6013, поз. 922.00, иден. № 10-5V595000, насос 200-NED-330-32, SIGMA GROUP",768474,51472040,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Гайка рабочего колеса, вала",1,компл,,ПС,ПС,1 компл.,на 5 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-628Б,132988,Насос центробежный консольный,02100102,200NED-330-32,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса переднее, черт. № V0-6013, поз. 502.10, иден. № 10-5V595566, насос 200-NED-330-32, SIGMA GROUP",768484,51472399,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-628Б,132988,Насос центробежный консольный,02100102,200NED-330-32,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса заднее, черт. № V0-6013, поз. 502.20, иден. № 10-5V595567, насос 200-NED-330-32, SIGMA GROUP",768485,51472388,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-624Б,132993,Насос центробежный консольный,02100049,100NED-315-22,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса переднее, черт. № V0-6012, поз. 502.10, иден. № 10-5V594996, насос 100-NED-315-22, SIGMA GROUP",768516,51472396,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-624Б,132993,Насос центробежный консольный,02100049,100NED-315-22,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса заднее, черт. № V0-6012, поз. 502.20, иден. № 10-5V594997, насос 100-NED-315-22, SIGMA GROUP",768517,51472400,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-624Б,132993,Насос центробежный консольный,02100049,100NED-315-22,Колесо рабочее,Элемент монтажа,Гайка рабочего колеса,"Гайка рабочего колеса, черт. № V0-6012, поз. 922.00, иден. № 10-5V595000, насос 100-NED-315-22, SIGMA GROUP",768476,51471919,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Гайка рабочего колеса, вала",1,компл,,ПС,ПС,1 компл.,на 5 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-624Б,132993,Насос центробежный консольный,02100049,100NED-315-22,Кольцо,Маслоподъемное,,"Кольцо маслосбрасывающее, черт. № V0-6012, поз. 500.00, иден. № 10-5V122615, насос 100-NED-315-22, SIGMA GROUP",768520,51472015,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Кольца и втулки маслоподающие,1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-629А,132964,Насос центробежный консольный,02100052,100NED-315-22,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса переднее, черт. № V0-6012, поз. 502.10, иден. № 10-5V594996, насос 100-NED-315-22, SIGMA GROUP",768516,51472396,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-629А,132964,Насос центробежный консольный,02100052,100NED-315-22,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса заднее, черт. № V0-6012, поз. 502.20, иден. № 10-5V594997, насос 100-NED-315-22, SIGMA GROUP",768517,51472400,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-629А,132964,Насос центробежный консольный,02100052,100NED-315-22,Колесо рабочее,Элемент монтажа,Гайка рабочего колеса,"Гайка рабочего колеса, черт. № V0-6012, поз. 922.00, иден. № 10-5V595000, насос 100-NED-315-22, SIGMA GROUP",768476,51471919,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Гайка рабочего колеса, вала",1,компл,,ПС,ПС,1 компл.,на 5 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-629А,132964,Насос центробежный консольный,02100052,100NED-315-22,Кольцо,Маслоподъемное,,"Кольцо маслосбрасывающее, черт. № V0-6012, поз. 500.00, иден. № 10-5V122615, насос 100-NED-315-22, SIGMA GROUP",768520,51472015,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Кольца и втулки маслоподающие,1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
